epoch,lr,loss,ce_loss,kd_loss,train_acc,test_loss,test_acc,epoch_time_sec
36,0.05,1.450017,0.400031,2.500003,90.0820,0.677591,86.1200,6.08
37,0.05,1.466204,0.400656,2.531751,90.1820,0.820831,84.8900,5.92
38,0.05,1.438115,0.391441,2.484789,90.2940,0.633265,87.6400,6.04
39,0.05,1.425398,0.388535,2.462262,90.3600,0.681075,86.9900,5.89
40,0.05,1.411129,0.382035,2.440224,90.4320,0.831601,85.0100,6.00
41,0.005000000000000001,1.086411,0.276157,1.896665,92.7380,0.510511,89.7200,5.87
42,0.005000000000000001,0.993872,0.245768,1.741975,93.4480,0.509373,89.7500,5.95
43,0.005000000000000001,0.958180,0.234662,1.681698,93.5860,0.494378,89.9700,5.98
44,0.005000000000000001,0.948728,0.226695,1.670761,93.8980,0.503172,89.9300,6.08
45,0.005000000000000001,0.940110,0.225207,1.655013,93.8320,0.504110,89.9200,5.88
46,0.005000000000000001,0.925067,0.221007,1.629127,93.9480,0.503068,90.0100,5.95
47,0.005000000000000001,0.901860,0.212371,1.591349,94.0800,0.492824,90.1800,5.93
48,0.005000000000000001,0.902196,0.212275,1.592117,94.1740,0.496888,90.0600,5.98
49,0.005000000000000001,0.887245,0.205328,1.569163,94.2560,0.494539,90.2400,5.91
50,0.005000000000000001,0.888547,0.205808,1.571286,94.3660,0.499449,90.0200,6.07
51,0.005000000000000001,0.869675,0.200927,1.538423,94.4300,0.497810,90.1200,6.08
52,0.005000000000000001,0.877833,0.202544,1.553123,94.4140,0.492927,90.4100,6.05
53,0.005000000000000001,0.872948,0.202443,1.543453,94.3300,0.498312,90.2300,6.01
54,0.005000000000000001,0.863618,0.199444,1.527793,94.5580,0.494169,90.3100,6.06
55,0.005000000000000001,0.853629,0.193747,1.513510,94.5660,0.506577,90.1100,6.02
56,0.005000000000000001,0.853065,0.191875,1.514255,94.5520,0.493644,90.2500,5.99
57,0.005000000000000001,0.847209,0.192187,1.502230,94.6660,0.497674,90.3100,6.01
58,0.005000000000000001,0.840682,0.189769,1.491596,94.7860,0.497534,90.3200,5.97
59,0.005000000000000001,0.829027,0.182546,1.475508,94.9720,0.493351,90.2800,5.98
60,0.005000000000000001,0.833771,0.184474,1.483067,94.8080,0.495568,90.3700,5.95
61,0.0005000000000000001,0.812082,0.176874,1.447290,94.9500,0.489414,90.3900,5.95
62,0.0005000000000000001,0.804713,0.173788,1.435638,94.9540,0.484928,90.4300,6.02
63,0.0005000000000000001,0.800869,0.176052,1.425686,94.9640,0.488467,90.3200,6.06
64,0.0005000000000000001,0.795559,0.168151,1.422967,95.1480,0.486516,90.3400,5.95
65,0.0005000000000000001,0.796796,0.169350,1.424242,95.2340,0.486739,90.3300,5.89
66,0.0005000000000000001,0.794394,0.168623,1.420165,95.0540,0.484915,90.5200,5.93
67,0.0005000000000000001,0.801607,0.170322,1.432892,95.1960,0.486267,90.3600,6.02
68,0.0005000000000000001,0.793020,0.170514,1.415526,95.0760,0.492562,90.4400,5.94
69,0.0005000000000000001,0.787154,0.167633,1.406674,95.2100,0.492118,90.3400,6.00
70,0.0005000000000000001,0.790554,0.169750,1.411357,95.1080,0.485205,90.2700,5.98
71,0.0005000000000000001,0.789365,0.168100,1.410630,95.2180,0.486154,90.4300,6.08
72,0.0005000000000000001,0.791292,0.170981,1.411603,95.0940,0.486637,90.3800,6.01
73,0.0005000000000000001,0.788862,0.167510,1.410214,95.2140,0.489912,90.3700,6.06
74,0.0005000000000000001,0.790555,0.168014,1.413096,95.1880,0.487596,90.3700,6.11
75,0.0005000000000000001,0.779628,0.164439,1.394817,95.3280,0.492471,90.2700,6.05
76,0.0005000000000000001,0.785783,0.166057,1.405508,95.1660,0.490178,90.4000,5.90
77,0.0005000000000000001,0.791841,0.169110,1.414572,95.1340,0.488856,90.3100,5.94
78,0.0005000000000000001,0.779722,0.164247,1.395198,95.2720,0.490682,90.2500,6.06
79,0.0005000000000000001,0.782555,0.167847,1.397263,95.1940,0.492435,90.4500,5.91
80,0.0005000000000000001,0.784543,0.167254,1.401833,95.2320,0.488416,90.3800,5.91
