feature,pcc,abs_pcc,rank,selected,scenario,case,source_battery,target_battery
temp_start,-0.034061302826567545,0.034061302826567545,36,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_min,-0.03401846709108826,0.03401846709108826,37,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
ambient_temperature,0.0,0.0,38,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_3p5v_s,0.9958035767416226,0.9958035767416226,1,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_3p6v_s,0.9957236219753485,0.9957236219753485,2,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_3p7v_s,0.9943445101135664,0.9943445101135664,3,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
duration_s,0.9912042658947396,0.9912042658947396,4,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
avg_power_w,0.9895344911460048,0.9895344911460048,5,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_mean,0.9886046832830921,0.9886046832830921,6,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
current_mean,-0.9885387422435565,0.9885387422435565,7,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
current_abs_mean,0.9885373105794363,0.9885373105794363,8,True,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_3p8v_s,0.9863411232818591,0.9863411232818591,9,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
early_voltage_slope,0.9861898715108574,0.9861898715108574,10,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_at_50pct_time,0.9832108586640661,0.9832108586640661,11,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
current_std,-0.9828943658837813,0.9828943658837813,12,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_at_75pct_time,0.9797063885700168,0.9797063885700168,13,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_at_25pct_time,0.9796788370402956,0.9796788370402956,14,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
early_voltage_mean,0.9772643455540716,0.9772643455540716,15,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_3p9v_s,0.9761316207488779,0.9761316207488779,16,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
global_cycle_index,-0.9699692720047927,0.9699692720047927,17,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
cycle_index,-0.9677930884658779,0.9677930884658779,18,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_rise,0.9498594782658721,0.9498594782658721,19,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_at_75pct_time,-0.9172145054379706,0.9172145054379706,20,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_range,-0.9153924156279962,0.9153924156279962,21,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_end,-0.9052160308112284,0.9052160308112284,22,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_slope,-0.8923401077735847,0.8923401077735847,23,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_end,0.8828055115606489,0.8828055115606489,24,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_max,-0.85238213336252,0.85238213336252,25,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_mean,-0.8330239377358793,0.8330239377358793,26,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_at_50pct_time,-0.8248987198876865,0.8248987198876865,27,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_4p0v_s,0.7775723640099611,0.7775723640099611,28,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_4p1v_s,0.7572783380256267,0.7572783380256267,29,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_std,-0.5658781740681125,0.5658781740681125,30,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_at_25pct_time,-0.44736647739572066,0.44736647739572066,31,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_min,-0.4114918493802643,0.4114918493802643,32,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
early_temp_mean,-0.4050770616810999,0.4050770616810999,33,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_start,-0.06454166306103024,0.06454166306103024,34,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
temp_min,-0.06420724748212447,0.06420724748212447,35,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_start,0.022030584902504386,0.022030584902504386,36,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
voltage_max,0.021829460449292713,0.021829460449292713,37,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
ambient_temperature,0.0,0.0,38,False,C_transfer_B0006_to_B0018_target10,C,B0006,B0018
time_to_3p6v_s,0.997013381823417,0.997013381823417,1,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
time_to_3p5v_s,0.9957657347956285,0.9957657347956285,2,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
time_to_3p7v_s,0.994079985780593,0.994079985780593,3,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
early_voltage_slope,0.9906078970569882,0.9906078970569882,4,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
global_cycle_index,-0.9806197949166824,0.9806197949166824,5,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
cycle_index,-0.9751906065441949,0.9751906065441949,6,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
time_to_4p0v_s,0.9605139419119172,0.9605139419119172,7,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
time_to_3p8v_s,0.9575302060493958,0.9575302060493958,8,True,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
duration_s,0.9555042388402846,0.9555042388402846,9,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_at_50pct_time,0.948234876282866,0.948234876282866,10,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_at_25pct_time,0.9414992291037712,0.9414992291037712,11,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_at_75pct_time,0.927728020105202,0.927728020105202,12,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_mean,0.9270379654631589,0.9270379654631589,13,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
time_to_3p9v_s,0.9193341627692542,0.9193341627692542,14,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
early_voltage_mean,0.9016657047289531,0.9016657047289531,15,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_max,-0.8162095601361634,0.8162095601361634,16,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_range,-0.8135149054623533,0.8135149054623533,17,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
time_to_4p1v_s,0.7334770391372919,0.7334770391372919,18,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_at_75pct_time,-0.7039175926752146,0.7039175926752146,19,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_mean,-0.6001801827741493,0.6001801827741493,20,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_end,-0.5944728052126873,0.5944728052126873,21,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
avg_power_w,0.553317540403476,0.553317540403476,22,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_end,-0.4833112135714821,0.4833112135714821,23,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_slope,-0.46898122737475617,0.46898122737475617,24,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_std,-0.4616993364834814,0.4616993364834814,25,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_rise,-0.424816307363715,0.424816307363715,26,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_at_50pct_time,-0.4202399550077633,0.4202399550077633,27,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
current_std,-0.369017169102343,0.369017169102343,28,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_start,-0.36401531500037293,0.36401531500037293,29,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_max,-0.36138462242440617,0.36138462242440617,30,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
current_abs_mean,0.3439196824304807,0.3439196824304807,31,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
current_mean,-0.34381270801797487,0.34381270801797487,32,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
early_temp_mean,-0.13153392067796138,0.13153392067796138,33,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_at_25pct_time,-0.08051660427384828,0.08051660427384828,34,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_min,-0.06910238204821578,0.06910238204821578,35,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
temp_start,-0.06622156126073578,0.06622156126073578,36,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
voltage_min,0.058626538107663946,0.058626538107663946,37,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
ambient_temperature,0.0,0.0,38,False,C_transfer_B0007_to_B0005_target10,C,B0007,B0005
early_voltage_slope,0.9919711347505148,0.9919711347505148,1,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_3p6v_s,0.9834236626786921,0.9834236626786921,2,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
cycle_index,-0.9813617523049563,0.9813617523049563,3,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
global_cycle_index,-0.9795711529173974,0.9795711529173974,4,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_3p5v_s,0.9788690478522243,0.9788690478522243,5,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
duration_s,0.9771772671526169,0.9771772671526169,6,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_3p7v_s,0.9731111901458099,0.9731111901458099,7,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_4p0v_s,0.9435210878295227,0.9435210878295227,8,True,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_at_50pct_time,0.9299232797170944,0.9299232797170944,9,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_mean,0.9288951094913708,0.9288951094913708,10,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_at_75pct_time,0.9239123497483731,0.9239123497483731,11,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_at_25pct_time,0.9127139076452173,0.9127139076452173,12,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_range,-0.9110978238669253,0.9110978238669253,13,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_3p8v_s,0.9023120353802497,0.9023120353802497,14,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_max,-0.8431041565821366,0.8431041565821366,15,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
avg_power_w,0.8382042345921745,0.8382042345921745,16,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
early_voltage_mean,0.8234963848528756,0.8234963848528756,17,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_3p9v_s,0.7639833009172043,0.7639833009172043,18,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
time_to_4p1v_s,0.7636041638798295,0.7636041638798295,19,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
current_mean,-0.7615863082459805,0.7615863082459805,20,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
current_abs_mean,0.761572244474755,0.761572244474755,21,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_end,-0.7471900073005491,0.7471900073005491,22,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_at_75pct_time,-0.7216512332792443,0.7216512332792443,23,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
current_std,-0.7165581143578206,0.7165581143578206,24,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_slope,-0.6443738425117571,0.6443738425117571,25,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_mean,-0.5975247372042275,0.5975247372042275,26,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_std,-0.5872717583024889,0.5872717583024889,27,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_start,-0.5446030013984628,0.5446030013984628,28,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_max,-0.5436151814728516,0.5436151814728516,29,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_rise,-0.5390131124234703,0.5390131124234703,30,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_end,-0.5118500266999426,0.5118500266999426,31,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_at_50pct_time,-0.42000204174086814,0.42000204174086814,32,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
voltage_min,0.12497404578310566,0.12497404578310566,33,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_at_25pct_time,-0.11844126789681594,0.11844126789681594,34,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
early_temp_mean,-0.11582437863345033,0.11582437863345033,35,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_start,0.03722863205601159,0.03722863205601159,36,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
temp_min,0.03504939314585721,0.03504939314585721,37,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
ambient_temperature,0.0,0.0,38,False,C_transfer_B0007_to_B0006_target10,C,B0007,B0006
early_voltage_slope,0.9957156583969181,0.9957156583969181,1,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_3p6v_s,0.9929759136657671,0.9929759136657671,2,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_3p5v_s,0.9885887699685141,0.9885887699685141,3,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_3p7v_s,0.9862272117061353,0.9862272117061353,4,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
global_cycle_index,-0.9815872559803388,0.9815872559803388,5,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
duration_s,0.9750335885218331,0.9750335885218331,6,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
cycle_index,-0.9739673107528871,0.9739673107528871,7,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_at_50pct_time,0.9537080362159511,0.9537080362159511,8,True,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_at_25pct_time,0.9494641619191146,0.9494641619191146,9,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_at_75pct_time,0.9459994275268003,0.9459994275268003,10,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_mean,0.9242687722342288,0.9242687722342288,11,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_3p8v_s,0.9221482716983155,0.9221482716983155,12,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
early_voltage_mean,0.8543018803396251,0.8543018803396251,13,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_3p9v_s,0.8524600868247952,0.8524600868247952,14,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
avg_power_w,0.7912866812637696,0.7912866812637696,15,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_range,-0.7853747474535648,0.7853747474535648,16,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_4p0v_s,0.7832548841326253,0.7832548841326253,17,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_max,-0.7655849275547068,0.7655849275547068,18,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_at_75pct_time,-0.7597282274936044,0.7597282274936044,19,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
current_abs_mean,0.6765777178965994,0.6765777178965994,20,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
current_mean,-0.6765264050553539,0.6765264050553539,21,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_mean,-0.6605047996949778,0.6605047996949778,22,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_end,-0.651043965028183,0.651043965028183,23,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
current_std,-0.6157662316927442,0.6157662316927442,24,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_4p1v_s,0.6138353774923607,0.6138353774923607,25,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_slope,-0.5446281655049549,0.5446281655049549,26,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_at_50pct_time,-0.53846272277886,0.53846272277886,27,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_end,-0.5089625413603208,0.5089625413603208,28,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_rise,-0.4488276888610618,0.4488276888610618,29,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_std,-0.4474074442629672,0.4474074442629672,30,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_start,-0.3418717996928787,0.3418717996928787,31,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_max,-0.3390201599674511,0.3390201599674511,32,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
early_temp_mean,-0.2774074016202357,0.2774074016202357,33,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_at_25pct_time,-0.24224997842006676,0.24224997842006676,34,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_min,-0.194082326414823,0.194082326414823,35,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
temp_start,-0.19195361634068003,0.19195361634068003,36,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
voltage_min,-0.07569818050539319,0.07569818050539319,37,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
ambient_temperature,0.0,0.0,38,False,C_transfer_B0007_to_B0018_target10,C,B0007,B0018
time_to_3p6v_s,0.9931992293264383,0.9931992293264383,1,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_3p5v_s,0.9926355263258736,0.9926355263258736,2,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_3p7v_s,0.9883805195415167,0.9883805195415167,3,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
early_voltage_slope,0.985467833836634,0.985467833836634,4,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
global_cycle_index,-0.9838704803012239,0.9838704803012239,5,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
cycle_index,-0.9837311429489748,0.9837311429489748,6,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_at_50pct_time,0.9807257213683976,0.9807257213683976,7,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
duration_s,0.9775692172280723,0.9775692172280723,8,True,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_mean,0.9754849702744794,0.9754849702744794,9,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_at_75pct_time,0.9725898327829248,0.9725898327829248,10,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_at_25pct_time,0.9711151206266438,0.9711151206266438,11,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_3p8v_s,0.9593299511180077,0.9593299511180077,12,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
early_voltage_mean,0.939033934804251,0.939033934804251,13,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_3p9v_s,0.9303805594214949,0.9303805594214949,14,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
avg_power_w,0.8861617505857136,0.8861617505857136,15,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_std,-0.8786618164505579,0.8786618164505579,16,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_end,-0.8753205765350587,0.8753205765350587,17,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_range,-0.8480805641579008,0.8480805641579008,18,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
current_mean,-0.8186190496764166,0.8186190496764166,19,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
current_abs_mean,0.8184542395075575,0.8184542395075575,20,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
current_std,-0.7728180285150701,0.7728180285150701,21,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_at_25pct_time,0.6766169634038474,0.6766169634038474,22,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
early_temp_mean,0.6615068321579303,0.6615068321579303,23,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_min,0.6360289326930884,0.6360289326930884,24,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_start,0.6349223828933293,0.6349223828933293,25,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_start,0.5709056541954567,0.5709056541954567,26,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_max,0.5547082843598637,0.5547082843598637,27,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_slope,-0.5384926178542926,0.5384926178542926,28,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_end,0.47653535930684704,0.47653535930684704,29,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_4p1v_s,0.45421094250150135,0.45421094250150135,30,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_4p0v_s,0.4121723162082719,0.4121723162082719,31,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
voltage_min,0.4049714261250295,0.4049714261250295,32,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_at_50pct_time,0.3865412920438229,0.3865412920438229,33,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_mean,0.30688979576311615,0.30688979576311615,34,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_max,-0.20984199010351026,0.20984199010351026,35,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_at_75pct_time,-0.18699694379645904,0.18699694379645904,36,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
temp_rise,-0.020713810306686016,0.020713810306686016,37,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
ambient_temperature,0.0,0.0,38,False,C_transfer_B0018_to_B0005_target10,C,B0018,B0005
time_to_3p5v_s,0.9936468754566932,0.9936468754566932,1,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_3p6v_s,0.9914633088839027,0.9914633088839027,2,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
duration_s,0.9910134559304887,0.9910134559304887,3,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
avg_power_w,0.9877636349451508,0.9877636349451508,4,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_3p7v_s,0.9848579221632339,0.9848579221632339,5,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_mean,0.9793019596053508,0.9793019596053508,6,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
current_abs_mean,0.9768628311090503,0.9768628311090503,7,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
current_mean,-0.9768339783162724,0.9768339783162724,8,True,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
early_voltage_slope,0.973439073057544,0.973439073057544,9,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_at_50pct_time,0.965563382484504,0.965563382484504,10,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
global_cycle_index,-0.9590094307115723,0.9590094307115723,11,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_at_75pct_time,0.9572007528021066,0.9572007528021066,12,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_at_25pct_time,0.9529542778962831,0.9529542778962831,13,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
cycle_index,-0.9519065168048928,0.9519065168048928,14,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
current_std,-0.9501807019015975,0.9501807019015975,15,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_3p8v_s,0.9497495947502325,0.9497495947502325,16,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
early_voltage_mean,0.9277551156048404,0.9277551156048404,17,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_3p9v_s,0.9165225752854259,0.9165225752854259,18,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_std,-0.8885011887629269,0.8885011887629269,19,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_end,-0.8349783076474812,0.8349783076474812,20,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_end,0.7892531127060096,0.7892531127060096,21,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_slope,-0.7688548121705416,0.7688548121705416,22,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_at_25pct_time,0.7680828578632352,0.7680828578632352,23,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_rise,0.7474719144248053,0.7474719144248053,24,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
early_temp_mean,0.7446916167633274,0.7446916167633274,25,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_min,0.718533105623927,0.718533105623927,26,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_start,0.7174180070805274,0.7174180070805274,27,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_4p1v_s,0.6408551937095158,0.6408551937095158,28,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_range,-0.6360022125577123,0.6360022125577123,29,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_4p0v_s,0.6024257421201658,0.6024257421201658,30,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_at_50pct_time,0.4883805067378886,0.4883805067378886,31,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_mean,0.3890476705374023,0.3890476705374023,32,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_max,-0.3139012101275299,0.3139012101275299,33,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_start,-0.3056905582337497,0.3056905582337497,34,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_at_75pct_time,-0.2237362429989337,0.2237362429989337,35,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
voltage_min,-0.1464168414538721,0.1464168414538721,36,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
temp_max,0.056859179664833184,0.056859179664833184,37,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
ambient_temperature,0.0,0.0,38,False,C_transfer_B0018_to_B0006_target10,C,B0018,B0006
time_to_3p6v_s,0.9951683378470942,0.9951683378470942,1,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
time_to_3p5v_s,0.9946990478090817,0.9946990478090817,2,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
time_to_3p7v_s,0.9910914287306278,0.9910914287306278,3,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
duration_s,0.9859297738877705,0.9859297738877705,4,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
early_voltage_slope,0.9830574720187133,0.9830574720187133,5,True,C_transfer_B0018_to_B0007_target10,C,B0018,B0007
